sent_1, 1, 24, 1, 6, 23, 0, 2, 1, 5, 1, 5, 0
sent_2, 2, 24, 1, 6, 21, 0, 1, 1, 3, 1, 4, 0
sent_3, 3, 24, 1, 6, 9, 0, 0, 0, 0, 0, 1, 0
sent_4, 4, 24, 2, 6, 14, 0, 1, 1, 0, 0, 2, 0
sent_5, 5, 24, 2, 6, 11, 0, 1, 1, 0, 0, 1, 0
sent_6, 6, 24, 2, 6, 13, 0, 1, 1, 0, 0, 2, 1
sent_7, 7, 24, 2, 6, 30, 0, 3, 1, 5, 1, 6, 0
sent_8, 8, 24, 3, 6, 21, 0, 1, 1, 3, 0, 7, 1
sent_9, 9, 24, 3, 6, 17, 0, 0, 0, 1, 0, 4, 0
sent_10, 10, 24, 3, 6, 16, 0, 1, 1, 0, 0, 2, 0
sent_11, 11, 24, 3, 6, 22, 0, 1, 1, 0, 0, 7, 1
sent_12, 12, 24, 4, 6, 18, 0, 1, 1, 1, 0, 3, 0
sent_13, 13, 24, 4, 6, 11, 0, 1, 1, 0, 0, 1, 0
sent_14, 14, 24, 4, 6, 21, 0, 3, 2, 1, 0, 5, 0
sent_15, 15, 24, 4, 6, 16, 0, 2, 2, 0, 0, 4, 1
sent_16, 16, 24, 4, 6, 8, 0, 2, 2, 0, 0, 1, 0
sent_17, 17, 24, 4, 6, 12, 0, 0, 0, 0, 0, 1, 0
sent_18, 18, 24, 5, 6, 45, 1, 3, 3, 4, 1, 4, 0
sent_19, 19, 24, 5, 6, 34, 1, 5, 6, 3, 0, 2, 0
sent_20, 20, 24, 5, 6, 11, 1, 1, 1, 1, 0, 1, 0
sent_21, 21, 24, 6, 6, 9, 1, 0, 0, 1, 0, 2, 0
sent_22, 22, 24, 6, 6, 30, 1, 1, 1, 3, 1, 4, 0
sent_23, 23, 24, 6, 6, 15, 1, 0, 0, 1, 1, 1, 0
sent_24, 24, 24, 6, 6, 23, 1, 0, 0, 0, 0, 2, 0
