19,22,19,22,24,0,2,2,0,0,0,3,9,5,0,1,4,0,8,4,7,12,3,0
20,22,20,22,30,0,2,0,0,0,0,2,9,8,0,0,6,0,6,4,8,17,3,1
21,22,21,22,23,0,1,0,2,2,0,2,8,4,2,0,4,0,6,2,4,11,4,0
22,22,22,22,20,0,3,2,1,2,1,2,6,2,3,0,3,1,5,2,5,10,2,0
1,50,1,28,36,0,1,0,3,0,0,0,15,3,2,1,5,1,9,3,6,15,3,0
2,50,2,28,25,0,1,1,2,1,2,2,10,5,3,1,2,1,5,5,8,14,8,1
3,50,2,28,23,0,0,0,1,2,3,0,6,3,3,1,1,1,5,3,8,15,2,0
4,50,2,28,8,0,1,1,0,0,1,1,3,1,1,0,2,0,2,1,3,6,0,0
5,50,3,28,53,0,1,1,1,0,0,5,23,5,6,1,8,1,13,5,11,18,3,0
6,50,3,28,8,0,0,0,1,0,0,0,2,2,0,0,1,0,1,2,3,6,2,0
7,50,4,28,30,1,3,3,0,0,0,6,15,3,1,1,5,1,7,3,7,15,1,0
8,50,4,28,20,1,0,0,1,1,1,0,6,4,1,1,2,0,6,4,7,13,3,0
9,50,4,28,7,1,0,0,0,0,0,0,2,1,1,0,1,0,2,1,2,3,0,0
10,50,5,28,34,0,0,0,1,1,3,0,12,5,1,0,6,1,8,4,7,22,1,0
11,50,6,28,27,0,2,2,1,1,0,4,12,3,3,0,4,1,8,3,9,16,7,1
12,50,7,28,21,0,2,2,0,0,0,4,9,3,0,0,4,0,7,3,5,7,1,0
13,50,7,28,16,0,3,3,0,0,1,6,7,3,1,0,2,0,5,2,4,8,2,0
14,50,8,28,30,0,1,1,1,1,0,0,10,8,3,0,2,3,9,5,9,15,2,0
15,50,9,28,25,0,1,1,0,0,2,2,8,5,1,0,1,0,6,4,8,15,3,0
16,50,9,28,24,0,1,1,0,0,5,2,8,1,2,2,4,0,7,1,6,15,1,0
17,50,10,28,23,1,3,3,0,0,0,4,8,2,2,2,5,1,7,2,3,10,2,0
18,50,10,28,21,0,0,0,1,1,3,0,5,4,0,1,1,1,4,4,7,16,2,0
19,50,10,28,5,1,0,0,0,0,0,0,1,2,0,1,0,0,1,1,2,4,0,0
20,50,11,28,30,0,3,3,1,1,0,6,11,3,7,0,3,0,7,2,7,15,3,1
21,50,11,28,22,0,1,1,0,0,1,2,9,3,1,1,3,0,6,3,6,10,2,0
22,50,12,28,23,1,4,4,0,0,0,7,9,6,1,0,4,0,6,3,5,11,2,0
23,50,12,28,20,1,0,0,0,0,0,0,5,3,1,1,2,1,5,3,6,12,2,0
24,50,12,28,10,1,0,0,0,0,0,0,2,1,3,1,1,0,2,1,2,5,1,0
25,50,13,28,32,0,4,4,1,1,0,8,15,4,2,3,5,0,9,4,10,18,2,0
26,50,14,28,28,0,3,3,1,1,2,3,13,2,1,0,3,3,8,2,6,12,3,0
27,50,14,28,14,0,1,1,0,0,1,1,5,3,0,0,2,0,3,3,5,7,6,1
28,50,15,28,38,1,2,2,0,0,0,6,11,5,4,2,8,2,7,5,8,25,2,0
29,50,15,28,4,1,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,1,0,0
30,50,16,28,24,0,2,2,1,1,0,2,10,3,4,0,4,0,6,3,9,16,3,0
31,50,16,28,18,0,2,2,0,0,0,7,8,4,1,1,0,0,3,4,7,12,2,0
32,50,17,28,15,0,3,1,1,1,1,4,7,2,1,0,2,0,5,2,5,8,5,1
33,50,17,28,23,0,0,0,2,0,0,0,9,5,1,0,3,0,6,4,8,12,2,0
34,50,18,28,26,0,1,1,2,2,2,1,12,2,1,0,3,2,5,2,5,13,3,0
35,50,19,28,28,0,2,2,0,0,1,7,13,5,2,0,2,1,9,4,7,12,2,0
36,50,20,28,7,0,0,0,0,0,1,0,1,4,0,0,1,0,1,2,3,5,1,0
37,50,21,28,17,0,0,0,1,2,3,1,6,2,1,0,2,0,5,2,4,9,3,0
38,50,21,28,15,0,0,0,1,1,1,0,5,2,1,0,2,0,4,2,5,9,1,0
39,50,21,28,10,0,0,0,1,3,3,0,3,1,0,0,1,0,3,1,2,6,3,0
40,50,22,28,31,1,2,3,1,1,0,7,19,1,1,0,3,0,6,1,5,10,2,0
41,50,22,28,9,1,0,1,0,0,0,0,3,2,2,0,0,1,3,2,3,5,0,0
42,50,23,28,12,0,1,1,1,1,0,0,5,2,2,0,1,0,4,1,2,3,2,0
43,50,23,28,29,0,0,0,0,0,1,0,8,4,3,3,5,0,8,3,9,20,1,0
44,50,24,28,28,0,2,1,0,0,0,5,14,4,3,1,3,1,7,4,8,15,1,0
45,50,25,28,33,0,0,0,1,1,1,0,14,4,1,0,6,1,11,3,6,12,3,0
46,50,25,28,22,0,2,2,2,2,1,2,9,2,1,0,5,0,7,2,5,7,3,0
47,50,26,28,30,0,2,2,1,1,0,2,8,7,3,3,2,2,7,5,8,18,2,0
48,50,27,28,33,0,1,1,0,0,1,3,14,5,2,0,4,1,8,5,10,15,6,1
49,50,28,28,31,1,2,3,0,0,0,5,15,2,1,1,7,0,11,2,5,7,2,0
50,50,28,28,22,1,0,0,0,0,0,0,10,1,5,1,1,0,3,1,3,10,1,0
1,19,1,7,4,0,1,1,0,1,0,1,2,1,0,0,0,0,1,1,2,2,2,0
2,19,2,7,20,0,2,1,0,1,0,3,7,3,3,1,3,0,5,3,5,10,3,0
3,19,2,7,15,0,1,0,0,0,0,1,5,1,2,1,1,1,5,1,5,11,1,0
4,19,3,7,24,0,3,1,0,0,2,5,10,2,2,0,4,0,6,2,6,14,7,1
5,19,3,7,10,0,0,0,0,0,0,1,3,2,1,1,1,0,2,2,2,7,3,1
6,19,3,7,21,0,0,0,0,0,1,0,7,3,2,0,4,0,6,3,7,14,4,1
7,19,3,7,20,0,1,0,2,1,2,1,8,2,3,0,1,0,6,2,5,10,4,1
8,19,4,7,23,0,2,1,0,1,1,3,9,5,2,0,2,1,6,3,6,10,3,1
9,19,4,7,19,0,2,1,0,0,0,4,8,0,2,0,2,1,4,0,4,12,2,0
10,19,5,7,37,0,3,2,0,1,0,7,16,4,0,1,7,2,10,4,9,18,3,0
11,19,5,7,20,0,3,2,0,0,0,4,7,3,3,0,2,1,5,2,4,6,1,0
12,19,5,7,16,0,0,0,0,0,0,2,6,2,0,0,3,0,5,2,4,8,1,0
13,19,6,7,10,0,0,0,0,0,0,0,3,3,0,0,1,0,3,2,4,6,1,0
14,19,6,7,19,0,1,1,0,0,1,4,8,2,1,1,2,0,3,2,5,12,1,0
15,19,6,7,21,0,2,2,0,1,0,2,7,3,0,1,8,0,6,2,5,13,4,0
16,19,7,7,4,0,1,1,0,0,0,0,2,1,1,0,0,0,1,1,2,3,0,0
17,19,7,7,27,0,3,2,0,0,1,8,12,3,2,0,5,0,8,3,6,13,2,0
18,19,7,7,12,0,3,3,0,1,0,4,6,3,0,0,1,1,4,2,3,4,1,0
19,19,7,7,5,0,1,1,0,0,1,0,2,0,1,0,1,0,2,0,2,5,1,0
1,22,1,20,16,0,2,1,4,2,2,1,7,4,2,0,1,0,5,3,5,6,4,1
2,22,2,20,14,0,0,0,0,0,1,0,4,3,3,0,2,0,4,2,2,5,1,0
3,22,3,20,17,0,0,0,0,0,1,0,6,2,2,1,2,0,5,2,6,10,2,0
4,22,4,20,24,0,1,1,2,1,0,0,6,7,2,0,5,0,5,3,7,13,3,1
5,22,5,20,11,0,2,2,1,1,0,4,6,3,0,0,0,1,3,2,3,4,2,0
6,22,6,20,27,0,4,4,1,1,0,5,10,3,1,1,7,0,8,3,8,15,5,1
7,22,7,20,16,0,0,0,0,0,0,0,5,4,0,1,2,1,4,2,3,6,2,0
8,22,8,20,28,0,1,1,0,0,1,1,8,5,3,1,5,1,7,3,5,10,3,0
9,22,9,20,30,0,1,1,1,1,0,2,10,4,4,0,5,2,9,4,8,16,3,1
10,22,10,20,19,0,2,2,0,0,0,2,8,3,0,1,3,1,5,2,6,13,5,1
11,22,10,20,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,4,1,0
12,22,11,20,23,0,2,1,1,2,0,1,5,5,5,0,4,0,3,3,6,17,2,0
13,22,12,20,14,0,0,0,0,1,2,0,4,1,2,0,3,1,4,1,4,11,2,0
14,22,13,20,28,0,0,0,0,0,3,0,8,4,1,0,5,2,7,2,8,19,1,0
15,22,14,20,16,0,1,1,0,0,0,1,4,5,1,1,3,1,4,3,5,7,1,0
16,22,15,20,28,0,1,1,1,1,0,0,7,6,0,2,3,1,5,6,10,20,3,0
17,22,16,20,26,0,4,2,1,0,0,4,12,5,0,1,2,0,5,5,9,14,3,0
18,22,17,20,31,0,1,1,2,0,0,1,8,6,5,2,3,2,7,5,10,22,5,0
19,22,18,20,21,1,1,1,0,0,0,2,9,3,3,1,1,0,7,3,3,5,2,0
20,22,19,20,19,0,0,0,0,0,0,0,4,4,1,1,2,1,4,4,7,13,2,0
21,22,20,20,10,1,1,0,0,0,0,0,5,1,1,0,2,1,4,1,3,5,1,0
22,22,20,20,29,1,2,2,0,0,0,4,13,5,1,2,2,0,7,4,7,12,2,0
1,42,1,23,11,0,0,0,1,1,1,0,4,1,2,1,1,0,2,1,3,7,3,1
2,42,2,23,37,0,2,1,5,2,1,3,15,6,3,1,3,2,9,5,10,20,5,1
3,42,3,23,18,0,1,1,1,1,0,1,5,3,3,0,4,0,5,3,6,13,4,1
4,42,4,23,42,0,3,3,1,1,0,2,15,6,7,0,5,2,12,4,9,15,4,1
5,42,5,23,24,0,2,2,1,1,0,4,10,3,3,2,2,0,5,3,8,15,3,0
6,42,5,23,28,0,1,0,1,0,0,2,10,3,2,1,4,1,7,3,5,11,2,0
7,42,6,23,6,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2,5,0,0
8,42,6,23,16,1,1,1,0,0,0,2,4,4,0,1,0,1,2,4,6,13,2,0
9,42,6,23,20,1,0,0,0,0,0,0,4,5,2,0,2,0,4,3,6,12,2,0
10,42,7,23,25,0,2,0,2,0,0,2,9,6,1,0,2,1,7,5,11,19,2,0
11,42,7,23,24,0,1,1,1,1,0,1,10,5,1,0,1,2,7,4,6,8,2,0
12,42,8,23,24,0,3,2,0,0,0,5,8,3,5,0,3,0,7,3,7,10,2,0
13,42,9,23,17,0,1,1,1,1,0,0,4,5,0,0,3,1,4,3,6,11,4,0
14,42,9,23,31,0,0,0,0,1,1,1,9,5,2,2,4,0,6,5,8,19,2,0
15,42,10,23,23,0,0,0,2,1,3,0,6,3,2,1,1,1,6,3,7,17,4,1
16,42,10,23,24,0,1,1,3,2,2,2,8,1,2,0,6,0,7,1,4,10,4,0
17,42,11,23,12,0,2,1,0,0,0,2,7,1,0,1,2,0,3,1,3,5,3,0
18,42,11,23,9,0,1,1,2,3,2,0,3,1,0,0,2,0,3,1,3,6,3,0
19,42,12,23,43,0,3,2,2,2,1,5,19,5,0,1,6,0,14,4,9,17,4,0
20,42,12,23,19,0,1,1,1,2,1,0,5,4,3,1,3,0,4,2,6,15,5,0
21,42,13,23,25,0,1,2,1,1,1,1,7,4,2,1,4,0,6,3,6,15,2,0
22,42,13,23,18,0,1,1,1,1,0,1,6,5,0,0,2,1,5,5,8,14,2,0
23,42,14,23,30,1,2,2,0,0,0,5,13,4,1,1,2,1,8,3,6,10,2,0
24,42,14,23,10,1,1,1,1,1,0,1,4,2,1,1,1,0,3,2,3,6,1,0
25,42,14,23,11,1,0,0,0,0,0,0,3,3,0,0,0,0,3,2,4,6,1,0
26,42,15,23,35,0,1,1,3,2,2,1,10,3,7,2,6,0,7,3,8,21,4,0
27,42,16,23,20,0,0,0,0,0,0,0,8,3,1,2,1,0,4,2,5,11,2,0
28,42,16,23,17,0,1,1,2,3,4,0,5,1,0,0,4,0,4,1,3,12,3,0
29,42,17,23,29,0,0,0,2,1,1,0,6,6,4,0,3,0,5,5,8,20,3,0
30,42,18,23,19,1,1,1,0,0,0,1,5,4,4,0,1,0,5,4,7,12,2,0
31,42,18,23,12,1,0,0,1,0,0,0,4,1,1,1,2,1,4,1,3,6,1,0
32,42,19,23,32,0,3,3,2,2,2,5,16,2,2,0,6,2,9,2,4,8,4,0
33,42,19,23,18,0,1,1,1,1,1,4,6,1,0,2,4,0,4,1,2,8,7,1
34,42,20,23,11,0,0,0,0,0,0,0,3,3,1,1,0,0,3,3,4,8,2,0
35,42,20,23,18,0,2,1,0,0,0,2,4,3,3,2,1,0,4,3,7,14,1,0
36,42,20,23,30,0,2,2,2,2,0,1,11,7,2,1,4,0,9,6,9,13,3,0
37,42,21,23,19,0,2,2,1,1,0,4,8,4,0,0,4,0,6,2,6,9,2,0
38,42,21,23,49,0,4,2,2,0,0,4,20,5,4,0,7,2,17,3,11,20,4,1
39,42,22,23,28,0,2,2,1,1,2,3,7,7,1,0,5,2,6,4,8,18,2,0
40,42,22,23,38,0,1,1,2,0,2,3,11,6,2,1,6,1,7,5,10,23,4,1
41,42,23,23,31,0,2,2,2,1,0,5,14,3,5,1,5,1,7,3,5,9,6,1
42,42,23,23,23,0,2,0,2,0,0,1,11,3,2,0,4,0,8,2,5,9,2,0
1,21,1,12,15,0,1,1,0,1,1,0,5,3,1,1,2,0,4,3,5,10,2,1
2,21,2,12,52,0,3,2,5,1,1,6,20,10,3,1,6,1,12,7,14,29,12,1
3,21,3,12,34,0,6,3,2,0,0,10,18,4,4,0,2,2,8,3,6,9,7,0
4,21,4,12,31,0,4,3,3,0,0,6,17,3,3,0,3,2,9,2,6,13,4,0
5,21,5,12,15,0,2,2,0,0,0,1,3,4,1,0,1,1,2,3,5,12,1,0
6,21,5,12,15,0,1,1,0,0,0,0,5,3,1,2,1,1,4,3,6,12,2,0
7,21,5,12,16,0,0,0,0,0,0,0,3,4,0,2,1,1,3,4,7,15,2,0
8,21,5,12,4,0,1,1,0,0,0,0,2,1,0,0,0,0,2,1,3,4,0,0
9,21,5,12,14,0,1,1,0,0,0,0,3,3,1,0,2,0,3,3,6,13,2,0
10,21,6,12,10,0,0,0,0,0,0,0,3,0,2,1,1,0,3,0,2,6,0,0
11,21,7,12,15,0,1,1,1,1,0,0,4,5,0,0,2,1,4,3,6,9,4,0
12,21,7,12,12,0,1,1,1,0,0,0,3,5,0,0,1,1,3,3,4,7,2,0
13,21,7,12,10,0,2,2,0,0,0,1,3,4,0,0,1,0,2,2,4,6,3,0
14,21,8,12,14,0,0,0,1,0,0,0,4,4,2,0,0,0,4,3,6,11,1,0
15,21,9,12,29,0,1,1,3,1,3,1,9,4,1,1,6,1,8,3,7,20,6,0
16,21,10,12,21,0,1,1,1,1,1,4,7,5,2,1,2,0,5,4,6,12,3,1
17,21,10,12,8,0,0,0,1,0,0,1,3,3,0,0,1,0,3,2,3,4,2,0
18,21,11,12,21,0,1,1,1,0,0,1,8,5,2,0,3,1,5,2,4,8,1,0
19,21,12,12,36,1,2,2,1,0,0,5,15,4,0,2,5,0,8,3,9,20,3,0
20,21,12,12,11,1,0,0,0,0,0,0,4,2,1,0,2,0,4,2,4,7,3,0
21,21,12,12,5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,4,1,0
1,28,1,18,31,0,4,2,3,0,0,6,17,4,2,0,3,1,7,3,6,11,4,1
2,28,2,18,19,0,3,0,3,0,1,3,8,3,2,1,2,1,7,3,6,11,2,1
3,28,2,18,16,0,1,1,1,2,1,0,4,2,3,1,3,0,3,2,5,15,3,0
4,28,2,18,35,0,3,2,0,0,3,4,14,3,3,0,4,1,10,3,7,16,2,0
5,28,3,18,32,0,2,0,1,0,0,1,11,8,2,0,2,0,8,7,11,21,3,0
6,28,3,18,34,0,2,2,1,1,0,2,14,5,2,0,4,1,8,3,8,14,4,0
7,28,4,18,39,1,5,5,1,1,1,8,17,4,2,2,7,0,13,4,10,18,4,0
8,28,5,18,11,0,2,2,1,1,0,2,5,0,2,1,1,1,4,0,3,7,1,0
9,28,6,18,21,0,2,2,0,0,3,2,5,2,4,0,4,0,5,2,6,15,1,0
10,28,6,18,17,0,1,1,0,0,2,1,7,1,3,0,1,0,4,1,2,6,6,1
11,28,6,18,16,0,1,1,1,0,3,1,5,2,1,0,2,0,4,2,5,8,1,0
12,28,7,18,16,0,2,1,0,0,2,2,8,1,0,0,3,0,6,1,2,3,1,0
13,28,8,18,19,0,0,0,1,1,2,0,5,1,2,0,4,0,4,1,3,11,2,0
14,28,8,18,33,0,1,1,1,2,1,1,12,6,1,2,5,2,8,5,9,17,3,0
15,28,9,18,26,1,3,3,1,0,0,6,11,4,1,0,6,0,8,3,7,11,1,0
16,28,9,18,27,1,1,1,2,0,0,2,7,4,4,1,2,1,7,3,8,15,2,0
17,28,10,18,34,0,2,0,2,0,0,6,15,5,0,0,6,0,10,3,8,13,2,0
18,28,10,18,28,0,2,2,0,0,0,4,11,5,2,0,1,0,7,5,8,12,2,0
19,28,11,18,28,0,4,4,1,0,0,6,12,4,3,2,3,0,6,4,8,16,1,0
20,28,12,18,25,0,0,0,0,0,1,1,11,2,1,0,9,0,9,2,5,11,3,0
21,28,13,18,30,0,2,2,0,0,0,3,12,3,0,2,5,0,9,3,7,15,2,0
22,28,14,18,26,0,2,2,2,1,0,3,8,4,2,0,5,0,7,3,8,15,3,0
23,28,15,18,28,1,3,3,1,0,0,4,14,3,0,0,6,1,10,2,5,8,4,0
24,28,15,18,23,0,0,0,0,0,0,0,5,4,5,0,2,0,4,3,6,11,3,0
25,28,16,18,12,0,1,1,3,1,0,0,7,1,0,1,1,0,4,1,5,9,2,0
26,28,16,18,42,0,0,0,0,0,4,2,13,2,4,0,10,0,8,2,8,26,1,0
27,28,17,18,29,0,2,2,1,1,2,4,9,5,0,0,5,1,7,4,9,19,2,0
