sent_1, 0, 2, 8, 1, 1, 0, 1, 0
sent_2, 0, 8, 12, 3, 0, 0, 1, 0
sent_3, 0, 5, 11, 5, 3, 1, 4, 1
sent_4, 0, 10, 20, 11, 4, 4, 9, 3
sent_5, 0, 11, 17, 5, 3, 2, 4, 0
sent_6, 0, 2, 2, 3, 0, 1, 0, 0
sent_7, 0, 1, 2, 2, 0, 0, 2, 0
sent_8, 0, 2, 4, 2, 1, 0, 0, 0
sent_9, 0, 4, 9, 4, 1, 2, 5, 1
sent_10, 0, 0, 7, 2, 4, 0, 2, 0
sent_11, 0, 5, 12, 7, 4, 2, 10, 2
sent_12, 0, 4, 10, 6, 0, 1, 5, 0
sent_13, 0, 0, 8, 6, 3, 2, 1, 1
sent_14, 0, 7, 12, 5, 5, 3, 5, 0
sent_15, 0, 3, 1, 3, 5, 2, 1, 1
sent_16, 0, 0, 1, 2, 1, 1, 0, 0
sent_17, 0, 5, 10, 5, 1, 1, 2, 1
sent_18, 0, 4, 8, 10, 1, 1, 4, 0
sent_19, 0, 1, 5, 4, 1, 4, 2, 1
sent_20, 0, 1, 5, 1, 0, 1, 2, 0
sent_21, 0, 13, 13, 10, 0, 1, 4, 2
sent_22, 0, 1, 7, 4, 3, 2, 6, 0
sent_23, 1, 1, 2, 1, 3, 0, 2, 0
sent_24, 0, 2, 12, 1, 4, 0, 7, 2
sent_25, 0, 1, 6, 2, 0, 1, 5, 0
sent_26, 0, 1, 7, 3, 1, 1, 3, 0
sent_27, 0, 1, 11, 5, 1, 2, 7, 0
sent_28, 0, 4, 15, 1, 2, 2, 3, 1
sent_29, 0, 5, 11, 4, 0, 0, 5, 0
sent_30, 0, 4, 8, 5, 3, 5, 4, 1
sent_31, 0, 3, 8, 4, 4, 0, 2, 0
sent_32, 0, 2, 5, 6, 2, 1, 5, 1
sent_33, 0, 3, 4, 5, 0, 1, 0, 1
sent_34, 0, 1, 8, 2, 1, 1, 1, 1
sent_35, 0, 1, 15, 3, 5, 1, 5, 2
sent_36, 0, 0, 10, 4, 4, 0, 3, 2
sent_37, 2, 9, 21, 5, 3, 0, 9, 1
sent_38, 0, 5, 8, 4, 1, 1, 2, 1
sent_39, 0, 5, 10, 3, 1, 0, 3, 0
sent_40, 0, 4, 7, 4, 3, 1, 3, 1
sent_41, 1, 3, 13, 8, 1, 2, 7, 0
sent_42, 0, 4, 9, 4, 2, 2, 5, 0
sent_43, 0, 5, 17, 6, 4, 0, 7, 1
sent_44, 0, 3, 4, 3, 1, 2, 0, 1
sent_45, 0, 10, 26, 4, 3, 0, 9, 2
sent_46, 0, 0, 4, 2, 0, 0, 1, 0
sent_47, 0, 2, 20, 7, 2, 0, 7, 1
sent_48, 0, 0, 0, 2, 0, 0, 1, 0
sent_49, 0, 0, 0, 2, 0, 0, 1, 0
sent_50, 0, 1, 3, 2, 1, 0, 2, 0
sent_51, 0, 0, 7, 3, 3, 0, 3, 2
sent_52, 1, 13, 22, 4, 2, 1, 6, 1
sent_53, 0, 5, 13, 4, 3, 1, 4, 0
sent_54, 0, 12, 20, 5, 6, 1, 6, 2
sent_55, 0, 4, 4, 4, 0, 0, 1, 1
sent_56, 0, 2, 5, 6, 2, 0, 3, 2
sent_57, 0, 2, 5, 2, 1, 3, 1, 0
sent_58, 0, 2, 10, 5, 1, 1, 5, 3
sent_59, 0, 4, 8, 2, 0, 0, 1, 1
sent_60, 1, 7, 14, 2, 2, 0, 3, 1
sent_61, 0, 4, 8, 2, 2, 2, 5, 0
sent_62, 1, 4, 9, 5, 3, 2, 4, 1
sent_63, 0, 4, 10, 9, 1, 3, 12, 2
sent_64, 0, 3, 4, 3, 0, 0, 4, 0
sent_65, 0, 0, 3, 1, 1, 1, 0, 0
sent_66, 1, 7, 10, 3, 1, 2, 5, 1
sent_67, 0, 8, 18, 5, 3, 3, 8, 1
sent_68, 0, 4, 10, 6, 2, 1, 4, 1
sent_69, 0, 0, 1, 0, 0, 0, 0, 0
sent_70, 0, 0, 4, 0, 3, 0, 0, 1
