sent_1, 1, 22, 1, 17, 33, 0, 3, 3, 5, 1, 3, 1
sent_2, 2, 22, 2, 17, 40, 0, 1, 0, 2, 0, 3, 1
sent_3, 3, 22, 3, 17, 22, 0, 4, 4, 0, 2, 3, 1
sent_4, 4, 22, 3, 17, 11, 0, 2, 2, 0, 0, 1, 0
sent_5, 5, 22, 4, 17, 28, 0, 1, 1, 1, 0, 1, 0
sent_6, 6, 22, 5, 17, 19, 0, 2, 2, 2, 0, 1, 0
sent_7, 7, 22, 6, 17, 26, 1, 2, 2, 2, 1, 3, 1
sent_8, 8, 22, 7, 17, 47, 1, 1, 1, 1, 0, 2, 0
sent_9, 9, 22, 8, 17, 18, 0, 1, 1, 1, 0, 1, 0
sent_10, 10, 22, 9, 17, 9, 1, 1, 1, 0, 0, 2, 0
sent_11, 11, 22, 9, 17, 11, 1, 1, 1, 0, 0, 1, 0
sent_12, 12, 22, 10, 17, 9, 1, 0, 0, 1, 0, 0, 0
sent_13, 13, 22, 10, 17, 10, 1, 0, 0, 0, 0, 1, 0
sent_14, 14, 22, 11, 17, 8, 1, 0, 0, 0, 0, 1, 0
sent_15, 15, 22, 12, 17, 39, 1, 4, 3, 1, 0, 2, 0
sent_16, 16, 22, 13, 17, 38, 1, 5, 3, 1, 0, 3, 1
sent_17, 17, 22, 14, 17, 18, 0, 1, 0, 1, 0, 1, 0
sent_18, 18, 22, 14, 17, 17, 0, 0, 0, 0, 0, 1, 0
sent_19, 19, 22, 15, 17, 30, 0, 1, 0, 0, 0, 2, 0
sent_20, 20, 22, 16, 17, 18, 0, 0, 0, 0, 0, 1, 0
sent_21, 21, 22, 17, 17, 19, 0, 2, 2, 0, 0, 4, 1
sent_22, 22, 22, 17, 17, 23, 0, 2, 2, 0, 0, 2, 0
