sent_1, 1, 18, 1, 10, 28, 0, 2, 2, 5, 0, 7, 1
sent_2, 2, 18, 2, 10, 29, 0, 3, 2, 0, 0, 5, 1
sent_3, 3, 18, 2, 10, 16, 0, 1, 0, 2, 0, 3, 1
sent_4, 4, 18, 3, 10, 31, 1, 3, 2, 1, 0, 6, 1
sent_5, 5, 18, 4, 10, 23, 0, 1, 1, 2, 1, 4, 1
sent_6, 6, 18, 4, 10, 20, 0, 1, 1, 0, 0, 2, 0
sent_7, 7, 18, 4, 10, 14, 0, 1, 1, 1, 0, 5, 1
sent_8, 8, 18, 5, 10, 38, 0, 5, 5, 1, 1, 8, 1
sent_9, 9, 18, 5, 10, 29, 0, 5, 5, 0, 0, 2, 0
sent_10, 10, 18, 6, 10, 34, 0, 7, 6, 0, 0, 3, 1
sent_11, 11, 18, 6, 10, 25, 0, 2, 2, 0, 0, 4, 1
sent_12, 12, 18, 7, 10, 15, 0, 1, 1, 1, 1, 2, 0
sent_13, 13, 18, 7, 10, 22, 0, 1, 1, 1, 0, 1, 0
sent_14, 14, 18, 8, 10, 17, 1, 4, 2, 0, 0, 4, 1
sent_15, 15, 18, 8, 10, 21, 1, 0, 0, 0, 0, 3, 1
sent_16, 16, 18, 9, 10, 14, 0, 1, 1, 0, 0, 3, 1
sent_17, 17, 18, 10, 10, 38, 0, 3, 3, 1, 0, 4, 1
sent_18, 18, 18, 10, 10, 28, 0, 3, 3, 0, 0, 3, 1
