sent_1, 1, 21, 1, 18, 37, 0, 3, 3, 3, 2, 5, 1
sent_2, 2, 21, 2, 18, 36, 0, 1, 1, 0, 1, 4, 1
sent_3, 3, 21, 3, 18, 40, 0, 1, 0, 0, 1, 4, 1
sent_4, 4, 21, 4, 18, 32, 0, 2, 2, 2, 1, 5, 1
sent_5, 5, 21, 5, 18, 22, 1, 0, 0, 0, 0, 1, 0
sent_6, 6, 21, 5, 18, 16, 1, 2, 2, 0, 0, 2, 0
sent_7, 7, 21, 6, 18, 28, 1, 2, 2, 3, 2, 3, 1
sent_8, 8, 21, 7, 18, 18, 1, 4, 3, 0, 0, 4, 1
sent_9, 9, 21, 7, 18, 28, 1, 3, 3, 4, 1, 4, 1
sent_10, 10, 21, 8, 18, 23, 1, 4, 4, 3, 2, 4, 1
sent_11, 11, 21, 9, 18, 19, 1, 2, 0, 0, 1, 2, 0
sent_12, 12, 21, 10, 18, 28, 1, 0, 0, 0, 1, 3, 1
sent_13, 13, 21, 11, 18, 34, 1, 1, 1, 1, 2, 4, 1
sent_14, 14, 21, 12, 18, 25, 1, 0, 0, 0, 2, 1, 0
sent_15, 15, 21, 13, 18, 28, 1, 2, 2, 1, 1, 4, 1
sent_16, 16, 21, 14, 18, 31, 0, 1, 1, 1, 3, 3, 1
sent_17, 17, 21, 15, 18, 27, 0, 2, 2, 2, 1, 5, 1
sent_18, 18, 21, 15, 18, 15, 0, 2, 2, 0, 0, 2, 0
sent_19, 19, 21, 16, 18, 22, 0, 1, 1, 1, 2, 3, 1
sent_20, 20, 21, 17, 18, 49, 0, 1, 1, 1, 2, 3, 1
sent_21, 21, 21, 18, 18, 20, 0, 1, 1, 1, 1, 2, 0
