sent_1, 1, 26, 1, 20, 10, 0, 1, 1, 2, 0, 2, 0
sent_2, 2, 26, 2, 20, 34, 0, 3, 3, 5, 0, 4, 1
sent_3, 3, 26, 3, 20, 34, 1, 6, 5, 1, 2, 5, 1
sent_4, 4, 26, 4, 20, 29, 0, 1, 1, 2, 0, 4, 1
sent_5, 5, 26, 5, 20, 35, 1, 3, 3, 1, 0, 5, 1
sent_6, 6, 26, 6, 20, 29, 0, 5, 3, 0, 2, 6, 1
sent_7, 7, 26, 7, 20, 36, 0, 6, 3, 2, 1, 3, 1
sent_8, 8, 26, 8, 20, 40, 0, 3, 3, 0, 1, 3, 1
sent_9, 9, 26, 9, 20, 22, 0, 1, 1, 0, 0, 2, 0
sent_10, 10, 26, 10, 20, 23, 0, 2, 1, 0, 0, 2, 0
sent_11, 11, 26, 11, 20, 32, 0, 3, 2, 0, 1, 2, 0
sent_12, 12, 26, 12, 20, 23, 0, 1, 1, 0, 0, 4, 1
sent_13, 13, 26, 13, 20, 32, 0, 3, 3, 0, 0, 2, 0
sent_14, 14, 26, 14, 20, 20, 0, 2, 2, 0, 2, 2, 0
sent_15, 15, 26, 15, 20, 2, 0, 2, 2, 0, 1, 1, 0
sent_16, 16, 26, 15, 20, 40, 0, 3, 3, 1, 0, 2, 0
sent_17, 17, 26, 16, 20, 34, 1, 3, 2, 1, 0, 2, 0
sent_18, 18, 26, 17, 20, 17, 0, 1, 1, 0, 0, 3, 1
sent_19, 19, 26, 17, 20, 9, 0, 0, 0, 0, 0, 2, 0
sent_20, 20, 26, 18, 20, 15, 0, 4, 2, 1, 1, 3, 1
sent_21, 21, 26, 18, 20, 26, 1, 0, 0, 0, 0, 3, 1
sent_22, 22, 26, 19, 20, 35, 0, 3, 4, 2, 0, 2, 0
sent_23, 23, 26, 19, 20, 12, 1, 1, 1, 0, 0, 1, 0
sent_24, 24, 26, 20, 20, 20, 0, 3, 4, 0, 1, 2, 0
sent_25, 25, 26, 20, 20, 21, 0, 1, 0, 1, 0, 1, 0
sent_26, 26, 26, 20, 20, 21, 1, 3, 3, 0, 1, 1, 0
