sent_1, 1, 31, 1, 25, 29, 0, 6, 4, 3, 1, 8, 1
sent_2, 2, 31, 2, 25, 8, 0, 2, 2, 4, 0, 2, 0
sent_3, 3, 31, 2, 25, 4, 0, 1, 1, 0, 0, 0, 0
sent_4, 4, 31, 3, 25, 21, 0, 0, 0, 4, 0, 5, 1
sent_5, 5, 31, 3, 25, 9, 0, 1, 1, 0, 0, 2, 0
sent_6, 6, 31, 4, 25, 30, 0, 6, 4, 2, 1, 2, 0
sent_7, 7, 31, 5, 25, 30, 0, 0, 0, 0, 0, 3, 1
sent_8, 8, 31, 6, 25, 33, 0, 4, 4, 1, 1, 4, 1
sent_9, 9, 31, 7, 25, 18, 0, 0, 0, 0, 0, 2, 0
sent_10, 10, 31, 8, 25, 19, 1, 1, 1, 1, 1, 2, 0
sent_11, 11, 31, 9, 25, 23, 0, 6, 6, 1, 0, 1, 0
sent_12, 12, 31, 9, 25, 9, 0, 2, 2, 2, 0, 1, 0
sent_13, 13, 31, 10, 25, 29, 0, 10, 4, 0, 0, 7, 1
sent_14, 14, 31, 11, 25, 19, 0, 5, 4, 1, 0, 1, 0
sent_15, 15, 31, 12, 25, 26, 0, 8, 7, 1, 0, 2, 0
sent_16, 16, 31, 13, 25, 15, 1, 0, 0, 1, 0, 1, 0
sent_17, 17, 31, 13, 25, 0, 1, 0, 0, 0, 0, 0, 0
sent_18, 18, 31, 13, 25, 0, 1, 0, 0, 0, 0, 0, 0
sent_19, 19, 31, 13, 25, 16, 1, 1, 1, 1, 0, 3, 1
sent_20, 20, 31, 14, 25, 20, 1, 1, 1, 2, 0, 4, 1
sent_21, 21, 31, 15, 25, 26, 1, 1, 1, 0, 0, 2, 0
sent_22, 22, 31, 16, 25, 26, 0, 0, 0, 2, 0, 2, 0
sent_23, 23, 31, 17, 25, 29, 0, 2, 2, 2, 0, 3, 1
sent_24, 24, 31, 18, 25, 29, 1, 3, 3, 2, 0, 1, 0
sent_25, 25, 31, 19, 25, 34, 1, 1, 1, 1, 0, 1, 0
sent_26, 26, 31, 20, 25, 16, 0, 0, 0, 0, 0, 2, 0
sent_27, 27, 31, 21, 25, 27, 1, 2, 2, 0, 0, 1, 0
sent_28, 28, 31, 22, 25, 19, 1, 1, 1, 2, 0, 2, 0
sent_29, 29, 31, 23, 25, 30, 1, 0, 0, 0, 0, 1, 0
sent_30, 30, 31, 24, 25, 17, 0, 0, 0, 2, 0, 2, 0
sent_31, 31, 31, 25, 25, 29, 1, 1, 1, 0, 0, 1, 0
