sent_1, 1, 31, 1, 17, 40, 0, 3, 3, 4, 3, 5, 1
sent_2, 2, 31, 2, 17, 19, 0, 3, 2, 0, 2, 3, 1
sent_3, 3, 31, 2, 17, 25, 0, 2, 2, 2, 3, 6, 1
sent_4, 4, 31, 3, 17, 28, 0, 8, 5, 1, 2, 11, 1
sent_5, 5, 31, 4, 17, 31, 1, 3, 2, 2, 1, 13, 1
sent_6, 6, 31, 5, 17, 33, 0, 2, 2, 1, 1, 2, 0
sent_7, 7, 31, 6, 17, 33, 0, 3, 3, 1, 2, 3, 1
sent_8, 8, 31, 6, 17, 16, 0, 1, 1, 0, 0, 1, 0
sent_9, 9, 31, 6, 17, 19, 0, 3, 3, 0, 1, 2, 0
sent_10, 10, 31, 7, 17, 44, 0, 3, 3, 2, 3, 3, 1
sent_11, 11, 31, 7, 17, 20, 0, 0, 0, 1, 1, 2, 0
sent_12, 12, 31, 8, 17, 17, 0, 1, 1, 1, 0, 2, 0
sent_13, 13, 31, 8, 17, 23, 0, 2, 1, 1, 0, 2, 0
sent_14, 14, 31, 8, 17, 34, 0, 4, 4, 1, 0, 2, 0
sent_15, 15, 31, 9, 17, 11, 0, 1, 1, 0, 0, 1, 0
sent_16, 16, 31, 9, 17, 18, 0, 1, 1, 0, 1, 2, 0
sent_17, 17, 31, 9, 17, 21, 0, 2, 2, 0, 1, 1, 0
sent_18, 18, 31, 10, 17, 29, 1, 5, 5, 0, 1, 3, 1
sent_19, 19, 31, 11, 17, 34, 1, 3, 2, 1, 1, 2, 0
sent_20, 20, 31, 11, 17, 23, 1, 1, 1, 2, 2, 3, 1
sent_21, 21, 31, 12, 17, 13, 0, 1, 1, 0, 0, 1, 0
sent_22, 22, 31, 12, 17, 26, 0, 3, 3, 0, 1, 2, 0
sent_23, 23, 31, 12, 17, 17, 0, 1, 0, 0, 0, 0, 0
sent_24, 24, 31, 13, 17, 51, 0, 4, 4, 0, 1, 4, 1
sent_25, 25, 31, 14, 17, 34, 1, 3, 4, 0, 0, 1, 0
sent_26, 26, 31, 15, 17, 23, 0, 4, 4, 0, 1, 2, 0
sent_27, 27, 31, 16, 17, 16, 0, 2, 2, 0, 1, 1, 0
sent_28, 28, 31, 16, 17, 18, 0, 2, 2, 1, 0, 1, 0
sent_29, 29, 31, 16, 17, 13, 0, 2, 2, 0, 2, 2, 0
sent_30, 30, 31, 17, 17, 26, 0, 1, 1, 0, 0, 2, 0
sent_31, 31, 31, 17, 17, 67, 0, 7, 5, 1, 0, 5, 1
