sent_1, 2, 5, 21, 2, 4, 1, 5, 1
sent_2, 2, 5, 10, 5, 1, 2, 6, 1
sent_3, 0, 2, 4, 4, 3, 2, 1, 0
sent_4, 0, 6, 12, 2, 2, 0, 3, 2
sent_5, 0, 3, 6, 3, 2, 2, 4, 1
sent_6, 1, 4, 17, 4, 3, 1, 7, 1
sent_7, 1, 4, 16, 4, 6, 0, 9, 2
sent_8, 1, 2, 8, 3, 2, 1, 3, 1
sent_9, 0, 3, 10, 5, 0, 0, 2, 2
sent_10, 1, 9, 21, 2, 2, 0, 6, 1
sent_11, 0, 3, 18, 8, 3, 2, 5, 3
sent_12, 1, 4, 25, 11, 3, 3, 8, 4
sent_13, 0, 0, 3, 1, 1, 1, 1, 0
sent_14, 0, 1, 2, 0, 1, 1, 1, 1
sent_15, 0, 6, 9, 6, 1, 0, 3, 0
sent_16, 0, 0, 11, 4, 1, 1, 0, 2
sent_17, 0, 1, 8, 5, 2, 4, 3, 4
sent_18, 0, 4, 12, 4, 1, 0, 5, 1
sent_19, 0, 1, 6, 5, 1, 2, 2, 1
sent_20, 0, 4, 12, 9, 4, 0, 3, 1
sent_21, 0, 11, 20, 2, 1, 0, 1, 2
sent_22, 0, 9, 17, 5, 1, 0, 2, 3
sent_23, 0, 3, 11, 9, 4, 1, 2, 2
sent_24, 0, 5, 18, 6, 4, 1, 5, 2
sent_25, 0, 0, 8, 5, 1, 4, 2, 2
sent_26, 1, 3, 19, 6, 2, 1, 8, 0
sent_27, 0, 6, 8, 3, 1, 0, 2, 1
sent_28, 0, 2, 9, 6, 4, 4, 2, 0
sent_29, 0, 1, 3, 1, 1, 2, 1, 1
sent_30, 0, 0, 3, 2, 3, 2, 1, 0
sent_31, 0, 2, 15, 6, 6, 2, 5, 2
sent_32, 0, 6, 8, 4, 1, 0, 4, 0
sent_33, 0, 0, 12, 5, 2, 1, 3, 2
sent_34, 0, 1, 3, 1, 1, 1, 1, 0
sent_35, 0, 2, 6, 3, 2, 0, 2, 0
sent_36, 0, 1, 5, 4, 2, 0, 1, 0
sent_37, 0, 0, 3, 2, 1, 1, 2, 0
sent_38, 0, 0, 1, 1, 2, 1, 0, 1
