sent_1, 1, 21, 1, 16, 46, 0, 0, 0, 3, 0, 3, 1
sent_2, 2, 21, 2, 16, 17, 0, 0, 0, 5, 0, 1, 0
sent_3, 3, 21, 2, 16, 7, 0, 0, 0, 0, 0, 0, 0
sent_4, 4, 21, 3, 16, 20, 0, 0, 0, 5, 0, 1, 0
sent_5, 5, 21, 4, 16, 32, 0, 2, 2, 2, 1, 6, 1
sent_6, 6, 21, 5, 16, 20, 0, 4, 3, 0, 0, 1, 0
sent_7, 7, 21, 6, 16, 30, 0, 2, 2, 1, 0, 2, 0
sent_8, 8, 21, 6, 16, 13, 0, 4, 3, 0, 0, 1, 0
sent_9, 9, 21, 7, 16, 21, 0, 1, 1, 1, 0, 1, 0
sent_10, 10, 21, 8, 16, 30, 1, 3, 3, 0, 0, 1, 0
sent_11, 11, 21, 9, 16, 22, 0, 3, 2, 3, 0, 2, 0
sent_12, 12, 21, 10, 16, 39, 0, 5, 4, 1, 0, 2, 0
sent_13, 13, 21, 10, 16, 13, 0, 0, 0, 0, 0, 1, 0
sent_14, 14, 21, 11, 16, 33, 0, 2, 1, 1, 0, 1, 0
sent_15, 15, 21, 12, 16, 20, 1, 4, 4, 0, 0, 1, 0
sent_16, 16, 21, 12, 16, 20, 1, 0, 0, 0, 0, 1, 0
sent_17, 17, 21, 13, 16, 37, 0, 4, 4, 2, 0, 2, 0
sent_18, 18, 21, 14, 16, 28, 0, 2, 1, 2, 1, 16, 1
sent_19, 19, 21, 15, 16, 24, 0, 1, 0, 1, 0, 3, 1
sent_20, 20, 21, 16, 16, 16, 0, 3, 2, 0, 1, 3, 1
sent_21, 21, 21, 16, 16, 28, 0, 4, 2, 0, 0, 3, 1
